company_name,rating,bio,salary,job,founded_in,field,other,city
Amdocs,3.6,Software Product | Chennai +23 other locations,37400.0,11.0,1982 (44 yrs old),Software Product,Chennai +23 other locations,chennai
JBM Group,3.9,Auto Components | Chennai +117 other locations,13900.0,45.0,,Auto Components,Chennai +117 other locations,chennai
Nagarro,3.9,IT Services & Consulting | Chennai +49 other locations,32000.0,945.0,1996 (30 yrs old),IT Services & Consulting,Chennai +49 other locations,chennai
Varun Beverages,4.0,Beverage | Chennai +379 other locations,12000.0,41.0,1995 (31 yrs old),Beverage,Chennai +379 other locations,chennai
ITC Infotech,3.7,IT Services & Consulting | Chennai +67 other locations,29500.0,78.0,2000 (26 yrs old),IT Services & Consulting,Chennai +67 other locations,chennai
Home Credit Finance,4.0,NBFC | Chennai +136 other locations,9400.0,96.0,2012 (14 yrs old),NBFC,Chennai +136 other locations,chennai
Bosch,4.1,Auto Components | Chennai +130 other locations,20700.0,74.5,1886 (140 yrs old),Auto Components,Chennai +130 other locations,chennai
Randstad,3.7,Recruitment | Chennai +352 other locations,16400.0,8.0,1992 (34 yrs old),Recruitment,Chennai +352 other locations,chennai
EY Global Delivery Services ( EY GDS),3.5,IT Services & Consulting | Chennai +56 other locations,23900.0,74.5,,IT Services & Consulting,Chennai +56 other locations,chennai
Hewlett Packard Enterprise,4.1,IT Services & Consulting | Chennai +103 other locations,27100.0,220.0,2015 (11 yrs old),IT Services & Consulting,Chennai +103 other locations,chennai
Utkarsh Small Finance Bank,3.6,Banking | Chennai +407 other locations,10800.0,26.0,2009 (17 yrs old),Banking,Chennai +407 other locations,chennai
Aditya Birla Fashion and Retail,4.1,Fashion & Textile | Chennai +291 other locations,13100.0,76.0,,Fashion & Textile,Chennai +291 other locations,chennai
Mahindra Logistics,3.7,Logistics | Chennai +233 other locations,280000.0,382.0,1986 (40 yrs old),Logistics,Chennai +233 other locations,chennai
L&T Finance,3.9,NBFC | Chennai +634 other locations,23900.0,74.5,,NBFC,Chennai +634 other locations,chennai
OPPO,3.9,Consumer Electronics & Appliances | Chennai +410 other locations,11800.0,10.0,2004 (22 yrs old),Consumer Electronics & Appliances,Chennai +410 other locations,chennai
Dell,3.8,Consumer Electronics & Appliances | Chennai +117 other locations,28700.0,16.0,1984 (42 yrs old),Consumer Electronics & Appliances,Chennai +117 other locations,chennai
CARS24,3.4,Internet | Chennai +173 other locations,23900.0,74.5,,Internet,Chennai +173 other locations,chennai
Havells,3.9,Electrical Equipment | Chennai +260 other locations,15500.0,34.0,1983 (43 yrs old),Electrical Equipment,Chennai +260 other locations,chennai
Intas Pharmaceuticals,4.1,Pharma | Chennai +148 other locations,17300.0,54.0,1977 (49 yrs old),Pharma,Chennai +148 other locations,chennai
R1 RCM,3.8,BPO | Chennai +46 other locations,21100.0,163.0,2007 (19 yrs old),BPO,Chennai +46 other locations,chennai
Tata AIA Life Insurance,3.9,Insurance | Chennai +442 other locations,14100.0,680.0,2001 (25 yrs old),Insurance,Chennai +442 other locations,chennai
Hyundai Motor India Limited,4.1,Automobile | Chennai +287 other locations,13800.0,3.0,1967 (59 yrs old),Automobile,Chennai +287 other locations,chennai
Deutsche Bank,3.8,Banking | Chennai +42 other locations,36000.0,391.0,1870 (156 yrs old),Banking,Chennai +42 other locations,chennai
Hetero,3.9,Pharma | Chennai +67 other locations,15000.0,141.0,,Pharma,Chennai +67 other locations,chennai
Motilal Oswal Financial Services,3.7,Financial Services | Chennai +168 other locations,12900.0,45.0,,Financial Services,Chennai +168 other locations,chennai
Team Lease,3.9,Recruitment | Chennai +397 other locations,16000.0,74.5,2016 (10 yrs old),Recruitment,Chennai +397 other locations,chennai
Berger Paints,3.7,Chemicals | Chennai +353 other locations,10000.0,131.0,,Chemicals,Chennai +353 other locations,chennai
VE Commercial Vehicles,3.9,Automobile | Chennai +179 other locations,14100.0,8.0,2008 (18 yrs old),Automobile,Chennai +179 other locations,chennai
Lenskart,3.3,Internet | Chennai +240 other locations,13200.0,128.0,,Internet,Chennai +240 other locations,chennai
Thermax Limited,4.2,Industrial Machinery | Chennai +251 other locations,23900.0,74.5,,Industrial Machinery,Chennai +251 other locations,chennai
Bajaj Auto,3.8,Automobile | Chennai +317 other locations,14500.0,74.5,1945 (81 yrs old),Automobile,Chennai +317 other locations,chennai
Macleods Pharmaceuticals,3.7,Pharma | Chennai +133 other locations,15500.0,10.0,1986 (40 yrs old),Pharma,Chennai +133 other locations,chennai
Aakash Educational Services,3.2,Education & Training | Chennai +244 other locations,13600.0,71.0,1988 (38 yrs old),Education & Training,Chennai +244 other locations,chennai
Jubilant Foods Works,3.7,Hospitality | Chennai +261 other locations,9200.0,192.0,1995 (31 yrs old),Hospitality,Chennai +261 other locations,chennai
LG Electronics,3.9,Consumer Electronics & Appliances | Chennai +298 other locations,11000.0,74.5,1958 (68 yrs old),Consumer Electronics & Appliances,Chennai +298 other locations,chennai
Royal Enfield,4.2,Automobile | Chennai +372 other locations,14800.0,20.0,1901 (125 yrs old),Automobile,Chennai +372 other locations,chennai
Hindalco Industries,4.2,Metals & Mining | Chennai +127 other locations,12400.0,4.0,1958 (68 yrs old),Metals & Mining,Chennai +127 other locations,chennai
Jindal Steel Limited,3.9,Iron & Steel | Chennai +172 other locations,15400.0,31.0,1979 (47 yrs old),Iron & Steel,Chennai +172 other locations,chennai
John Deere,4.0,Industrial Machinery | Chennai +155 other locations,15200.0,1.0,2001 (25 yrs old),Industrial Machinery,Chennai +155 other locations,chennai
Tata Communications,3.9,Telecom | Chennai +102 other locations,23500.0,33.0,1986 (40 yrs old),Telecom,Chennai +102 other locations,chennai
HDFC Ergo General Insurance,4.0,Insurance | Chennai +324 other locations,12000.0,10.0,2002 (24 yrs old),Insurance,Chennai +324 other locations,chennai
DCB Bank,3.8,Banking | Chennai +341 other locations,9500.0,11.0,,Banking,Chennai +341 other locations,chennai
State Street Corporation,3.5,Financial Services | Chennai +34 other locations,31400.0,8.0,1792 (234 yrs old),Financial Services,Chennai +34 other locations,chennai
RBL Bank,3.5,Banking | Chennai +284 other locations,18300.0,53.0,1943 (83 yrs old),Banking,Chennai +284 other locations,chennai
Cummins,4.3,Industrial Machinery | Chennai +114 other locations,15500.0,8.0,1919 (107 yrs old),Industrial Machinery,Chennai +114 other locations,chennai
Oyo Rooms,3.1,Internet | Chennai +121 other locations,14400.0,127.0,2012 (14 yrs old),Internet,Chennai +121 other locations,chennai
Pidilite Industries,4.2,Chemicals | Chennai +312 other locations,11400.0,3.0,,Chemicals,Chennai +312 other locations,chennai
Alembic Pharmaceuticals,3.9,Pharma | Chennai +187 other locations,15300.0,72.0,1907 (119 yrs old),Pharma,Chennai +187 other locations,chennai
Reliance Communications,4.0,Telecom | Chennai +467 other locations,9600.0,74.5,2002 (24 yrs old),Telecom,Chennai +467 other locations,chennai
Bank of America,4.1,Banking | Chennai +35 other locations,28100.0,74.5,1998 (28 yrs old),Banking,Chennai +35 other locations,chennai
Carelon Global Solutions,3.9,IT Services & Consulting | Chennai +21 other locations,26600.0,19.0,10k-50k,IT Services & Consulting,Chennai +21 other locations,chennai
Publicis Sapient,3.4,IT Services & Consulting | Chennai +46 other locations,30900.0,254.0,,IT Services & Consulting,Chennai +46 other locations,chennai
PVR INOX,3.9,Media & Entertainment | Chennai +150 other locations,23900.0,74.5,,Media & Entertainment,Chennai +150 other locations,chennai
Viatris,4.1,Pharma | Chennai +80 other locations,14200.0,4.0,,Pharma,Chennai +80 other locations,chennai
Subros,3.8,Auto Components | Chennai +88 other locations,12500.0,1.0,1985 (41 yrs old),Auto Components,Chennai +88 other locations,chennai
American Express,4.1,Financial Services | Chennai +53 other locations,24400.0,149.0,1850 (176 yrs old),Financial Services,Chennai +53 other locations,chennai
XpressBees,4.2,Logistics | Chennai +474 other locations,8200.0,10.0,2015 (11 yrs old),Logistics,Chennai +474 other locations,chennai
Automatic Data Processing (ADP),3.9,Software Product | Chennai +40 other locations,23900.0,74.5,,Software Product,Chennai +40 other locations,chennai
PNB MetLife,3.4,Insurance | Chennai +423 other locations,8000.0,15.0,2001 (25 yrs old),Insurance,Chennai +423 other locations,chennai
Kyndryl,3.9,IT Services & Consulting | Chennai +37 other locations,26100.0,35.0,,IT Services & Consulting,Chennai +37 other locations,chennai
Escorts Kubota Limited,4.1,Automobile | Chennai +155 other locations,13300.0,3.0,,Automobile,Chennai +155 other locations,chennai
Aditya Birla Sun Life Insurance,4.0,Insurance | Chennai +488 other locations,9900.0,74.5,2000 (26 yrs old),Insurance,Chennai +488 other locations,chennai
Grasim Industries,4.0,Building Material | Chennai +241 other locations,12700.0,4.0,1947 (79 yrs old),Building Material,Chennai +241 other locations,chennai
Aditya Birla Capital,3.8,NBFC | Chennai +338 other locations,14300.0,3.0,2017 (9 yrs old),NBFC,Chennai +338 other locations,chennai
Maersk,4.0,Logistics | Chennai +49 other locations,18900.0,32.0,,Logistics,Chennai +49 other locations,chennai
Synechron,3.5,IT Services & Consulting | Chennai +32 other locations,27900.0,61.0,2001 (25 yrs old),IT Services & Consulting,Chennai +32 other locations,chennai
Glenmark Pharmaceuticals,3.8,Pharma | Chennai +184 other locations,12100.0,125.0,1977 (49 yrs old),Pharma,Chennai +184 other locations,chennai
Birlasoft,3.5,IT Services & Consulting | Chennai +50 other locations,29700.0,475.0,1995 (31 yrs old),IT Services & Consulting,Chennai +50 other locations,chennai
Godrej & Boyce Manufacturing,3.9,Consumer Electronics & Appliances | Chennai +165 other locations,23900.0,74.5,,Consumer Electronics & Appliances,Chennai +165 other locations,chennai
Dabur,3.8,FMCG | Chennai +320 other locations,8800.0,22.0,1884 (142 yrs old),FMCG,Chennai +320 other locations,chennai
Samvardhana Motherson Group,3.7,Auto Components | Chennai +93 other locations,12000.0,11.0,1986 (40 yrs old),Auto Components,Chennai +93 other locations,chennai
Altruist Technologies,4.4,BPO | Chennai +45 other locations,8200.0,8.0,2005 (21 yrs old),BPO,Chennai +45 other locations,chennai
JK Cement,4.0,Building Material | Chennai +327 other locations,9800.0,1.0,1975 (51 yrs old),Building Material,Chennai +327 other locations,chennai
Cogent E Services,3.2,BPO | Chennai +55 other locations,10300.0,1.0,2004 (22 yrs old),BPO,Chennai +55 other locations,chennai
Sodexo,4.0,Facility Management Services | Chennai +156 other locations,9700.0,1100.0,1966 (60 yrs old),Facility Management Services,Chennai +156 other locations,chennai
Bharat Electronics,4.2,Electronics Manufacturing | Chennai +87 other locations,12300.0,74.5,1954 (72 yrs old),Electronics Manufacturing,Chennai +87 other locations,chennai
KPIT Technologies,2.9,Software Product | Chennai +44 other locations,22900.0,46.0,1990 (36 yrs old),Software Product,Chennai +44 other locations,chennai
TCS,3.3,IT Services & Consulting | Jaipur +439 other locations,970000.0,2000.0,1968 (58 yrs old),IT Services & Consulting,Jaipur +439 other locations,jaipur
Accenture,3.7,IT Services & Consulting | Jaipur +255 other locations,650000.0,31900.0,1989 (37 yrs old),IT Services & Consulting,Jaipur +255 other locations,jaipur
Wipro,3.6,IT Services & Consulting | Jaipur +370 other locations,480000.0,6500.0,1945 (81 yrs old),IT Services & Consulting,Jaipur +370 other locations,jaipur
Capgemini,3.7,IT Services & Consulting | Jaipur +184 other locations,470000.0,1900.0,1967 (59 yrs old),IT Services & Consulting,Jaipur +184 other locations,jaipur
HDFC Bank,3.8,Banking | Jaipur +1821 other locations,150000.0,267.0,1994 (32 yrs old),Banking,Jaipur +1821 other locations,jaipur
Infosys,3.5,IT Services & Consulting | Jaipur +246 other locations,520000.0,2700.0,,IT Services & Consulting,Jaipur +246 other locations,jaipur
ICICI Bank,4.0,Banking | Jaipur +1438 other locations,150000.0,22.0,1994 (32 yrs old),Banking,Jaipur +1438 other locations,jaipur
HCLTech,3.4,IT Services & Consulting | Jaipur +226 other locations,370000.0,165.0,,IT Services & Consulting,Jaipur +226 other locations,jaipur
Tech Mahindra,3.4,IT Services & Consulting | Jaipur +331 other locations,280000.0,382.0,1986 (40 yrs old),IT Services & Consulting,Jaipur +331 other locations,jaipur
Genpact,3.6,IT Services & Consulting | Jaipur +182 other locations,230000.0,851.0,1997 (29 yrs old),IT Services & Consulting,Jaipur +182 other locations,jaipur
Teleperformance,3.8,BPO | Jaipur +254 other locations,95800.0,1300.0,1978 (48 yrs old),BPO,Jaipur +254 other locations,jaipur
Axis Bank,3.6,Banking | Jaipur +1498 other locations,100000.0,217.0,1993 (33 yrs old),Banking,Jaipur +1498 other locations,jaipur
Jio,4.4,Telecom | Jaipur +1893 other locations,62000.0,3.0,2018 (8 yrs old),Telecom,Jaipur +1893 other locations,jaipur
Concentrix Corporation,3.6,BPO | Jaipur +177 other locations,130000.0,82.0,1983 (43 yrs old),BPO,Jaipur +177 other locations,jaipur
Amazon,3.9,Internet | Jaipur +518 other locations,150000.0,1600.0,1994 (32 yrs old),Internet,Jaipur +518 other locations,jaipur
iEnergizer,4.6,BPO | Jaipur +52 other locations,23900.0,68.0,,BPO,Jaipur +52 other locations,jaipur
Reliance Retail,3.9,Retail | Jaipur +1150 other locations,74700.0,152.0,2006 (20 yrs old),Retail,Jaipur +1150 other locations,jaipur
LTIMindtree,3.6,IT Services & Consulting | Jaipur +146 other locations,190000.0,450.0,1997 (29 yrs old),IT Services & Consulting,Jaipur +146 other locations,jaipur
IBM,3.9,IT Services & Consulting | Jaipur +160 other locations,210000.0,813.0,1911 (115 yrs old),IT Services & Consulting,Jaipur +160 other locations,jaipur
HDB Financial Services,3.9,NBFC | Jaipur +1090 other locations,50200.0,203.0,2007 (19 yrs old),NBFC,Jaipur +1090 other locations,jaipur
Larsen & Toubro Limited,3.9,Engineering & Construction | Jaipur +754 other locations,20000.0,70.5,,Engineering & Construction,Jaipur +754 other locations,jaipur
Deloitte,3.7,Management Consulting | Jaipur +187 other locations,250000.0,1500.0,1845 (181 yrs old),Management Consulting,Jaipur +187 other locations,jaipur
Kotak Mahindra Bank,3.6,Banking | Jaipur +681 other locations,87000.0,80.0,,Banking,Jaipur +681 other locations,jaipur
Reliance Industries,4.0,Oil & Gas | Jaipur +812 other locations,72400.0,58.0,1977 (49 yrs old),Oil & Gas,Jaipur +812 other locations,jaipur
Vodafone Idea,3.9,Telecom | Jaipur +704 other locations,50300.0,30.0,2018 (8 yrs old),Telecom,Jaipur +704 other locations,jaipur
Bharti Airtel,3.8,Telecom | Jaipur +789 other locations,49000.0,120.0,1952 (74 yrs old),Telecom,Jaipur +789 other locations,jaipur
BYJU'S,3.2,EdTech | Jaipur +321 other locations,53600.0,70.5,2011 (15 yrs old),EdTech,Jaipur +321 other locations,jaipur
WNS,3.3,IT Services & Consulting | Jaipur +65 other locations,69800.0,84.0,1996 (30 yrs old),IT Services & Consulting,Jaipur +65 other locations,jaipur
Tata Motors,4.1,Automobile | Jaipur +506 other locations,42500.0,172.0,1945 (81 yrs old),Automobile,Jaipur +506 other locations,jaipur
IDFC FIRST Bank,3.9,Banking | Jaipur +711 other locations,48500.0,32.0,,Banking,Jaipur +711 other locations,jaipur
Ernst & Young,3.4,Management Consulting | Jaipur +132 other locations,20000.0,70.5,,Management Consulting,Jaipur +132 other locations,jaipur
IndusInd Bank,3.4,Banking | Jaipur +788 other locations,51700.0,141.0,,Banking,Jaipur +788 other locations,jaipur
AU Small Finance Bank,3.9,Banking | Jaipur +782 other locations,28700.0,44.0,1996 (30 yrs old),Banking,Jaipur +782 other locations,jaipur
Flipkart,3.9,Internet | Jaipur +560 other locations,53900.0,180.0,2007 (19 yrs old),Internet,Jaipur +560 other locations,jaipur
Bajaj Finserv,3.9,NBFC | Jaipur +1161 other locations,30000.0,4.0,2007 (19 yrs old),NBFC,Jaipur +1161 other locations,jaipur
Muthoot FinCorp,4.5,NBFC | Jaipur +1087 other locations,9000.0,43.0,,NBFC,Jaipur +1087 other locations,jaipur
PwC,3.3,Management Consulting | Jaipur +132 other locations,120000.0,899.0,1880 (146 yrs old),Management Consulting,Jaipur +132 other locations,jaipur
Mahindra & Mahindra,4.0,Automobile | Jaipur +562 other locations,20000.0,70.5,,Automobile,Jaipur +562 other locations,jaipur
DXC Technology,3.6,IT Services & Consulting | Jaipur +133 other locations,72800.0,198.0,2017 (9 yrs old),IT Services & Consulting,Jaipur +133 other locations,jaipur
Infosys BPM,3.5,BPO | Jaipur +95 other locations,72500.0,98.0,2002 (24 yrs old),BPO,Jaipur +95 other locations,jaipur
HDFC Life,3.9,Insurance | Jaipur +698 other locations,32900.0,119.0,,Insurance,Jaipur +698 other locations,jaipur
Bandhan Bank,3.7,Banking | Jaipur +995 other locations,25300.0,13.0,,Banking,Jaipur +995 other locations,jaipur
Conneqt Business Solutions,3.6,BPO | Jaipur +266 other locations,26400.0,361.0,2002 (24 yrs old),BPO,Jaipur +266 other locations,jaipur
Mphasis,3.3,IT Services & Consulting | Jaipur +63 other locations,73200.0,47.0,1998 (28 yrs old),IT Services & Consulting,Jaipur +63 other locations,jaipur
Yes Bank,3.7,Banking | Jaipur +540 other locations,43400.0,141.0,2004 (22 yrs old),Banking,Jaipur +540 other locations,jaipur
Tata Steel,4.0,Iron & Steel | Jaipur +228 other locations,33800.0,70.5,1907 (119 yrs old),Iron & Steel,Jaipur +228 other locations,jaipur
Quess,3.8,Recruitment | Jaipur +740 other locations,30500.0,9.0,2007 (19 yrs old),Recruitment,Jaipur +740 other locations,jaipur
Maruti Suzuki,4.2,Automobile | Jaipur +451 other locations,28400.0,11.0,1981 (45 yrs old),Automobile,Jaipur +451 other locations,jaipur
Startek,3.1,BPO | Jaipur +105 other locations,24400.0,130.0,2017 (9 yrs old),BPO,Jaipur +105 other locations,jaipur
Asian Paints,4.0,Chemicals | Jaipur +547 other locations,25200.0,66.0,,Chemicals,Jaipur +547 other locations,jaipur
UltraTech Cement,4.1,Building Material | Jaipur +534 other locations,24300.0,27.0,1983 (43 yrs old),Building Material,Jaipur +534 other locations,jaipur
Paytm,3.2,FinTech | Jaipur +418 other locations,33900.0,718.0,,FinTech,Jaipur +418 other locations,jaipur
Shriram Finance,4.0,NBFC | Jaipur +1109 other locations,15300.0,8.0,1979 (47 yrs old),NBFC,Jaipur +1109 other locations,jaipur
Bajaj Finance,3.9,NBFC | Jaipur +965 other locations,22700.0,7000.0,1987 (39 yrs old),NBFC,Jaipur +965 other locations,jaipur
Equitas Small Finance Bank,4.4,Banking | Jaipur +479 other locations,13400.0,15.0,,Banking,Jaipur +479 other locations,jaipur
EXL Service,3.6,Analytics & KPO | Jaipur +63 other locations,44100.0,1500.0,,Analytics & KPO,Jaipur +63 other locations,jaipur
Cipla,4.1,Pharma | Jaipur +291 other locations,26000.0,66.0,1935 (91 yrs old),Pharma,Jaipur +291 other locations,jaipur
Samsung,3.9,Consumer Electronics & Appliances | Jaipur +578 other locations,26200.0,27.0,1969 (57 yrs old),Consumer Electronics & Appliances,Jaipur +578 other locations,jaipur
Ericsson,3.9,Telecom | Jaipur +162 other locations,42500.0,70.0,,Telecom,Jaipur +162 other locations,jaipur
Dr. Reddy's,4.0,Pharma | Jaipur +213 other locations,20000.0,70.5,,Pharma,Jaipur +213 other locations,jaipur
Delhivery,3.8,Logistics | Jaipur +751 other locations,21300.0,179.0,2011 (15 yrs old),Logistics,Jaipur +751 other locations,jaipur
ICICI Prudential Life Insurance,4.0,Insurance | Jaipur +505 other locations,22500.0,513.0,2000 (26 yrs old),Insurance,Jaipur +505 other locations,jaipur
JPMorgan Chase & Co.,3.8,Financial Services | Jaipur +55 other locations,20000.0,70.5,,Financial Services,Jaipur +55 other locations,jaipur
JSW Steel,3.9,Iron & Steel | Jaipur +193 other locations,30400.0,108.0,1982 (44 yrs old),Iron & Steel,Jaipur +193 other locations,jaipur
HGS,3.7,BPO | Jaipur +121 other locations,20900.0,18.0,2000 (26 yrs old),BPO,Jaipur +121 other locations,jaipur
Jana Small Finance Bank,3.8,Banking | Jaipur +419 other locations,14200.0,54.0,2006 (20 yrs old),Banking,Jaipur +419 other locations,jaipur
Sun Pharmaceutical Industries,4.1,Pharma | Jaipur +264 other locations,23500.0,287.0,,Pharma,Jaipur +264 other locations,jaipur
Ujjivan Small Finance Bank,4.0,Banking | Jaipur +533 other locations,12800.0,136.0,2017 (9 yrs old),Banking,Jaipur +533 other locations,jaipur
Hexaware Technologies,3.4,IT Services & Consulting | Jaipur +67 other locations,53100.0,636.0,1990 (36 yrs old),IT Services & Consulting,Jaipur +67 other locations,jaipur
Amazon Development Centre India,3.8,Internet | Jaipur +146 other locations,20000.0,70.5,,Internet,Jaipur +146 other locations,jaipur
Lupin,4.1,Pharma | Jaipur +202 other locations,22500.0,33.0,,Pharma,Jaipur +202 other locations,jaipur
L&T Construction,4.0,Engineering & Construction | Jaipur +433 other locations,20000.0,70.5,,Engineering & Construction,Jaipur +433 other locations,jaipur
Zydus Lifesciences,3.9,Pharma | Jaipur +177 other locations,19900.0,21.0,1952 (74 yrs old),Pharma,Jaipur +177 other locations,jaipur
Ekart Logistics,3.9,Logistics | Jaipur +736 other locations,15800.0,70.5,2009 (17 yrs old),Logistics,Jaipur +736 other locations,jaipur
Hindustan Unilever,4.2,FMCG | Jaipur +531 other locations,20000.0,48.0,1872 (154 yrs old),FMCG,Jaipur +531 other locations,jaipur
KPMG India,3.4,Management Consulting | Jaipur +111 other locations,64700.0,63.0,1993 (33 yrs old),Management Consulting,Jaipur +111 other locations,jaipur
ITC,3.9,FMCG | Jaipur +375 other locations,24400.0,77.0,1910 (116 yrs old),FMCG,Jaipur +375 other locations,jaipur
Axis Max Life Insurance,4.0,Insurance | Jaipur +494 other locations,20000.0,143.0,2000 (26 yrs old),Insurance,Jaipur +494 other locations,jaipur
Megha Engineering & Infrastructures,3.9,Engineering & Construction | Jaipur +405 other locations,20000.0,70.5,,Engineering & Construction,Jaipur +405 other locations,jaipur
Tata Projects,4.2,Engineering & Construction | Jaipur +285 other locations,22100.0,29.0,,Engineering & Construction,Jaipur +285 other locations,jaipur
Coforge,3.2,IT Services & Consulting | Jaipur +104 other locations,48500.0,128.0,,IT Services & Consulting,Jaipur +104 other locations,jaipur
L&T Technology Services,3.1,IT Services & Consulting | Jaipur +92 other locations,20000.0,70.5,,IT Services & Consulting,Jaipur +92 other locations,jaipur
Bajaj Life Insurance,3.9,Insurance | Jaipur +607 other locations,20000.0,70.5,,Insurance,Jaipur +607 other locations,jaipur
Cholamandalam Investment & Finance,3.8,Financial Services | Jaipur +840 other locations,20000.0,70.5,,Financial Services,Jaipur +840 other locations,jaipur
IIFL Finance,4.0,NBFC | Jaipur +801 other locations,14200.0,73.0,1995 (31 yrs old),NBFC,Jaipur +801 other locations,jaipur
Indian Army,4.7,Defence & Aerospace | Jaipur +364 other locations,9600.0,70.5,1895 (131 yrs old),Defence & Aerospace,Jaipur +364 other locations,jaipur
Muthoot Finance,3.7,NBFC | Jaipur +783 other locations,13000.0,93.0,,NBFC,Jaipur +783 other locations,jaipur
JLL,4.1,Real Estate | Jaipur +85 other locations,24200.0,241.0,1999 (27 yrs old),Real Estate,Jaipur +85 other locations,jaipur
HCL Group,3.5,IT Services & Consulting | Jaipur +97 other locations,370000.0,165.0,,IT Services & Consulting,Jaipur +97 other locations,jaipur
Piramal Finance,4.2,NBFC | Jaipur +424 other locations,12700.0,5.0,10k-50k,NBFC,Jaipur +424 other locations,jaipur
Virtusa Consulting Services,3.7,IT Services & Consulting | Jaipur +55 other locations,56300.0,1300.0,1996 (30 yrs old),IT Services & Consulting,Jaipur +55 other locations,jaipur
DMart,3.9,Retail | Jaipur +246 other locations,18500.0,177.0,2002 (24 yrs old),Retail,Jaipur +246 other locations,jaipur
HSBC Group,3.9,Financial Services | Jaipur +63 other locations,42600.0,130.0,1865 (161 yrs old),Financial Services,Jaipur +63 other locations,jaipur
Indiamart Intermesh,3.5,Internet | Jaipur +173 other locations,20000.0,532.0,1996 (30 yrs old),Internet,Jaipur +173 other locations,jaipur
Udaan,3.9,Internet | Jaipur +368 other locations,15600.0,5.0,,Internet,Jaipur +368 other locations,jaipur
SMFG India Credit,3.9,NBFC | Jaipur +592 other locations,11000.0,81.0,2007 (19 yrs old),NBFC,Jaipur +592 other locations,jaipur
Aurobindo Pharma,4.0,Pharma | Jaipur +115 other locations,20700.0,23.0,1986 (40 yrs old),Pharma,Jaipur +115 other locations,jaipur
Siemens,3.9,Industrial Automation | Jaipur +152 other locations,33500.0,134.0,,Industrial Automation,Jaipur +152 other locations,jaipur
BigBasket,3.9,Internet | Jaipur +138 other locations,19100.0,104.0,,Internet,Jaipur +138 other locations,jaipur
Manappuram Finance,3.9,NBFC | Jaipur +647 other locations,9100.0,6.0,1949 (77 yrs old),NBFC,Jaipur +647 other locations,jaipur
Firstsource Solutions,3.5,BPO | Jaipur +74 other locations,24000.0,139.0,2001 (25 yrs old),BPO,Jaipur +74 other locations,jaipur
Shapoorji Pallonji Group,4.1,Engineering & Construction | Jaipur +188 other locations,20000.0,70.5,,Engineering & Construction,Jaipur +188 other locations,jaipur
Tata Capital,4.0,NBFC | Jaipur +438 other locations,15700.0,3100.0,2007 (19 yrs old),NBFC,Jaipur +438 other locations,jaipur
GlobalLogic,3.5,IT Services & Consulting | Jaipur +60 other locations,40500.0,46.0,2000 (26 yrs old),IT Services & Consulting,Jaipur +60 other locations,jaipur
ICICI Lombard General Insurance Company,3.5,Insurance | Jaipur +311 other locations,20000.0,70.5,,Insurance,Jaipur +311 other locations,jaipur
Standard Chartered,3.6,Banking | Jaipur +68 other locations,42000.0,70.5,1853 (173 yrs old),Banking,Jaipur +68 other locations,jaipur
Mahindra Finance,3.9,NBFC | Jaipur +730 other locations,12000.0,390.0,1991 (35 yrs old),NBFC,Jaipur +730 other locations,jaipur
PolicyBazaar,3.7,Internet | Jaipur +149 other locations,17100.0,434.0,,Internet,Jaipur +149 other locations,jaipur
Bosch Global Software Technologies,3.7,IT Services & Consulting | Jaipur +47 other locations,39900.0,14.0,1997 (29 yrs old),IT Services & Consulting,Jaipur +47 other locations,jaipur
Apollo Hospitals,4.1,Healthcare | Jaipur +229 other locations,16400.0,168.0,1983 (43 yrs old),Healthcare,Jaipur +229 other locations,jaipur
Ashok Leyland,4.0,Automobile | Jaipur +259 other locations,18700.0,70.5,1948 (78 yrs old),Automobile,Jaipur +259 other locations,jaipur
Citicorp,3.7,Financial Services | Jaipur +68 other locations,51900.0,70.5,1997 (29 yrs old),Financial Services,Jaipur +68 other locations,jaipur
Swiggy,3.7,Internet | Jaipur +230 other locations,22800.0,281.0,2014 (12 yrs old),Internet,Jaipur +230 other locations,jaipur
Hero MotoCorp,4.1,Automobile | Jaipur +365 other locations,15700.0,70.5,1984 (42 yrs old),Automobile,Jaipur +365 other locations,jaipur
Cyient,3.6,IT Services & Consulting | Jaipur +48 other locations,27300.0,78.0,1991 (35 yrs old),IT Services & Consulting,Jaipur +48 other locations,jaipur
SBI Cards & Payment Services,3.6,Financial Services | Jaipur +435 other locations,20000.0,70.5,,Financial Services,Jaipur +435 other locations,jaipur
Kalpataru Projects International,4.2,Engineering & Construction | Jaipur +321 other locations,13600.0,1.0,1981 (45 yrs old),Engineering & Construction,Jaipur +321 other locations,jaipur
JustDial,3.5,Internet | Jaipur +229 other locations,15400.0,53.0,1996 (30 yrs old),Internet,Jaipur +229 other locations,jaipur
IQVIA,3.7,Clinical Research | Jaipur +63 other locations,30600.0,20.0,10k-50k,Clinical Research,Jaipur +63 other locations,jaipur
NTT Data,3.8,IT Services & Consulting | Jaipur +79 other locations,35700.0,181.0,1988 (38 yrs old),IT Services & Consulting,Jaipur +79 other locations,jaipur
NTT Data,3.8,IT Services & Consulting | Jaipur +81 other locations,35700.0,181.0,1988 (38 yrs old),IT Services & Consulting,Jaipur +81 other locations,jaipur
